order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value
47770eb9100c2d0c44946d9cf07ec65d,1,aa4383b373c6aca5d8797843e5594415,4869f7a5dfa277a7dca6462dcf3b52b2,8/13/2018 8:55,159.9,19.22
,,,,,,
,,,,,,
5820a1100976432c7968a52da59e9364,1,1deda1acffb44ed38494667d7e49a9f3,f52c2422904463fdd7741f99045fecb6,7/31/2018 11:44,33.9,18.34
5acce57f8d9dfd55fa48e212a641a69d,1,0cd9f302c8a5b076ffa5c3567c6705fd,85d9eb9ddc5d00ca9336a2219c97bb13,8/8/2017 2:56,27.9,15.1
5ff96c15d0b717ac6ad1f3d77225a350,1,10adb53d8faa890ca7c2f0cbcb68d777,1900267e848ceeba8fa32d80c1a5f5a8,7/27/2018 17:55,19.9,12.8
60550084e6b4c0cb89a87df1f3e5ebd9,1,9b37a918bcf2c8e1064e867cf1df4637,f27e33c6d29b5138fa9967bcd445b6d5,3/1/2018 2:10,39.9,26.89
634e8f4c0f6744a626f77f39770ac6aa,1,69d980b4120a76616d7b237d731d6156,744dac408745240a2c2528fb1b6028f3,8/15/2017 18:45,219,15.28
641fb0752bf5b5940c376b3a8bb9dc52,1,60184212dae4e6b0da32bf54271a8c4a,b33e7c55446eabf8fe1a42d037ac7d6d,12/21/2017 0:14,369,17.33
6514b8ad8028c9f2cc2374ded245783f,1,4520766ec412348b8d4caa5e8a18c464,16090f2ca825584b5a147ab24aa30c86,5/22/2017 13:22,59.99,15.17
66e4624ae69e7dc89bd50222b59f581f,1,b37b72d5a56f887725c2862184b8cab8,db4350fd57ae30082dec7acbaacc17f9,3/15/2018 15:30,22.99,22.85
,,,,,,
686541986ecfb7d9296eb67719973bf0,1,3014e35fd70fce29095ced5cdc89f4ce,5656537e588803a555b8eb41f07a944b,2/15/2018 13:35,24.89,15.1
688052146432ef8253587b930b01a06d,1,d1c427060a0f73f6b889a5c7c61f2ac4,a1043bafd471dff536d0c462352beb48,4/26/2018 9:31,119,24.97
688052146432ef8253587b930b01a06d,2,db56f6d2b04c89eae4daba188842fd7b,2a84855fd20af891be03bc5924d2b453,4/26/2018 9:31,199,3.12
,,,,,,
68e48e68da1f50f7c5838ea75e3a20dd,1,a659cb33082b851fb87a33af8f0fff29,817245bcc3badd82bbd222e0366951a6,6/22/2018 17:00,84.9,13.25
,,,,,,
68e48e68da1f50f7c5838ea75e3a20dd,3,a659cb33082b851fb87a33af8f0fff29,817245bcc3badd82bbd222e0366951a6,6/22/2018 17:00,84.9,13.25
68e48e68da1f50f7c5838ea75e3a20dd,4,a659cb33082b851fb87a33af8f0fff29,817245bcc3badd82bbd222e0366951a6,6/22/2018 17:00,84.9,13.25
6a0a8bfbbe700284feb0845d95e0867f,1,f8a8f05a35976a91aed5cccc3992c357,4a3ca9315b744ce9f8e9374361493884,11/28/2017 11:46,83.9,17.84
6abaad69b8b349c3a529b4b91ce18e46,1,3dd6c9d499e7c311a29e08afe1fd8fc6,537eb890efff034a88679788b647c564,2/21/2018 9:47,42.9,14.1
6b860b35691d486e45dc98e3514ec5f6,1,c827fb43ad0fb8708f34c2911fdc164b,76d5af76d0271110f9af36c92573f765,12/14/2017 2:49,544,30.36
6d25592267349b322799e2beb687871e,1,c3ba4e8d3cb30049213b682e751e9d00,6560211a19b47992c3666cc44a7e94c0,8/30/2018 4:10,93,7.91
6d25592267349b322799e2beb687871e,2,c3ba4e8d3cb30049213b682e751e9d00,6560211a19b47992c3666cc44a7e94c0,8/30/2018 4:10,93,7.91
6ea2f835b4556291ffdc53fa0b3b95e8,1,be021417a6acb56b9b50d3fd2714baa8,f5f46307a4d15880ca14fab4ad9dfc9b,11/30/2017 0:21,339,17.12
6ebaec694d7025e2ad4a05dba887c032,1,e251ebd2858be1aa7d9b2087a6992580,001cca7ae9ae17fb1caed9dfb1094831,5/24/2017 14:05,139,14.72
7206b86ea789983f7a273ea7fa0bc2a8,1,9a469eaf45dfbc43d39ba1977a3c07af,d2374cbcbb3ca4ab1086534108cc3ab7,3/30/2018 17:27,36.9,12.79
734e7d1bbaeb2ff82521ca0fe6fb6f79,1,278b3c6462e86b4556b99989513ddf73,d1ef48b38baca7e831711c4a0aeb398f,6/13/2018 8:31,29.99,13.47
76c6e866289321a7c93b82b54852dc33,1,ac1789e492dcd698c5c10b97a671243a,63b9ae557efed31d1f7687917d248a8d,1/27/2017 18:29,19.9,16.05
77e9941864fc840be8e4b1ba5347c0f7,1,a01d1cbb398e386a4a8f8364401a7584,d566c37fa119d5e66c4e9052e83ee4ea,8/7/2018 9:10,65.9,37.37
82566a660a982b15fb86e904c8d32918,1,72a97c271b2e429974398f46b93ae530,094ced053e257ae8cae57205592d6712,6/18/2018 3:13,31.9,18.23
82bce245b1c9148f8d19a55b9ff70644,1,a5a0e71a81ae65aa335e71c06261e260,c8417879a15366a17c30af34c798c332,4/27/2017 5:15,38,15.56
82bce245b1c9148f8d19a55b9ff70644,2,a5a0e71a81ae65aa335e71c06261e260,c8417879a15366a17c30af34c798c332,4/27/2017 5:15,38,15.56
82bce245b1c9148f8d19a55b9ff70644,3,a5a0e71a81ae65aa335e71c06261e260,c8417879a15366a17c30af34c798c332,4/27/2017 5:15,38,15.56
,,,,,,
82bce245b1c9148f8d19a55b9ff70644,5,a5a0e71a81ae65aa335e71c06261e260,c8417879a15366a17c30af34c798c332,4/27/2017 5:15,38,15.56
83018ec114eee8641c97e08f7b4e926f,1,c35498fbb4358837ae16850f50c3fd22,70a12e78e608ac31179aea7f8422044b,11/1/2017 16:07,76,16.97
8447ff843b2616c50c0ced28ab1dae03,1,7a10781637204d8d10485c71a6108a2e,4869f7a5dfa277a7dca6462dcf3b52b2,12/29/2017 2:37,219.9,18.79
8563039e855156e48fccee4d611a3196,1,bff2010b28e8fbcff5a9db9d3fea5ac4,955fee9216a65b617aa5c0531780ce60,2/22/2018 15:15,78,28.95
85ce859fd6dc634de8d2f1e290444043,1,cce679660c66e6fbd5c8091dfd29e9cd,d2374cbcbb3ca4ab1086534108cc3ab7,11/29/2017 0:14,17.9,11.85
86f21bf63784876b9fd6d35f46581d72,1,5526b1ae9ab2688cf600783cece249df,0b90b6df587eb83608a64ea8b390cf07,4/23/2018 22:49,98.44,22.4
8f06cc6465925031568537b815f1198d,1,12087840651e83b48206b82c213b76fd,5b925e1d006e9476d738aa200751b73b,11/21/2017 11:46,299,18.34
91b2a010e1e45e6ba3d133fa997597be,1,ba74c6b75d2ad7503175809688d5a03c,7d13fca15225358621be4086e1eb0964,5/9/2018 12:55,178.99,13.69
948097deef559c742e7ce321e5e58919,1,cd935d283d47f1050c505e1c39c48b67,a3a38f4affed601eb87a97788c949667,8/10/2017 17:25,69.9,25.77
949d5b44dbf5de918fe9c16f97b45f8a,1,d0b61bfb1de832b15ba9d266ca96e5b0,66922902710d126a0e7d26b0e3805106,11/23/2017 19:45,45,27.2
95266dbfb7e20354baba07964dac78d5,1,bb7181410b4e02f93f3697f765db53c7,855668e0971d4dfd7bef1b6a4133b41b,1/26/2018 8:07,129.99,57.58
974c1993ab8024d3ed16229183c2308d,1,5e2ba75ad255ff60b1c76c5bf526ae9b,f84a00e60c73a49e7e851c9bdca3a5bb,2/24/2017 11:45,69.9,14.66
989225ba6d0ebd5873335f7e01de2ae7,1,6b64362e89896be7589621df54be089e,77530e9772f57a62c906e1c21538ab82,12/20/2017 13:54,49,14.1
9defaf92cff22420e4e8ef7784815a55,1,cf944645d4ff2a3eed3ae17f641ea861,a6fe7de3d16f6149ffe280349a8535a0,5/23/2018 13:30,49.9,12.79
9faeb9b2746b9d7526aef5acb08e2aa0,1,f48eb5c2fde13ca63664f0bb05f55346,f7ba60f8c3f99e7ee4042fdef03b70c4,7/30/2018 14:55,60,15.52
9faeb9b2746b9d7526aef5acb08e2aa0,2,f48eb5c2fde13ca63664f0bb05f55346,f7ba60f8c3f99e7ee4042fdef03b70c4,7/30/2018 14:55,60,15.52
a4591c265e18cb1dcee52889e2d8acc3,1,060cb19345d90064d1015407193c233d,8581055ce74af1daba164fdbd55a40de,7/13/2017 22:10,147.9,27.36
,,,,,,
a6aeb116d2cb5013eb8a94585b71ffef,1,163e6400e6dadd0fe04775c5e9331fda,855668e0971d4dfd7bef1b6a4133b41b,9/19/2017 14:44,50,9.34
a910f58086d58b3ae6f37aa712d377b9,1,75d6b6963340c6063f7f4cfcccfe6a30,cc419e0650a3c5ba77189a1882b7556a,9/22/2017 9:35,56.99,15.84
a910f58086d58b3ae6f37aa712d377b9,2,75d6b6963340c6063f7f4cfcccfe6a30,cc419e0650a3c5ba77189a1882b7556a,9/22/2017 9:35,56.99,15.84
acce194856392f074dbf9dada14d8d82,1,d70f38e7f79c630f8ea00c993897042c,977f9f63dd360c2a32ece2f93ad6d306,6/13/2018 0:35,90.9,48.64
acce194856392f074dbf9dada14d8d82,2,9451e630d725c4bb7a5a206b48b99486,d673a59aac7a70d8b01e6902bf090a11,6/13/2018 0:35,39.5,48.64
ad21c59c0840e6cb83a9ceb5573f8159,1,65266b2da20d04dbe00c5c2d3bb7859e,2c9e548be18521d1c43cde1c582c6de8,2/19/2018 20:31,19.9,8.72
b276e4f8c0fb86bd82fce576f21713e0,1,c6c1f263e076bd9c1f1640250a5d0c29,fe2032dab1a61af8794248c8196565c9,8/2/2018 23:45,179,9.41
b52cc4919de82b4d696a4380d10804a3,1,7564c1759c04fc0a38f2aa84f7a370ee,6860153b69cc696d5dcfe1cdaaafcf62,6/19/2018 2:30,42.99,12.03
b8801cccd8068de30112e4f49903d74a,1,154e7e31ebfa092203795c972e5804a6,cc419e0650a3c5ba77189a1882b7556a,8/8/2017 3:25,19.99,7.78
bd4bd0194d6d29f83b8557d4b89b572a,1,7f457254a89d62960399e075711b3deb,ea8482cd71df3c1969d7b9473ff13abc,8/2/2018 3:50,24.99,12.84
cadbb3657dac2dbbd5b84b12e7b78aad,1,9d2ff462feaaf88912539b8647e17ab4,00fc707aaaad2d31347cf883cd2dfe10,3/13/2018 2:48,394.9,14.89
,,,,,,
,,,,,,
d22e9fa5731b9e30e8b27afcdc2f8563,1,f410090aec61f7c73748ca894286edcd,980640c45d7a4635885491d077167e4d,8/7/2018 23:35,99,22.62
d3d6788577c9592da441752e8a1dd5e3,1,7c1bd920dbdf22470b68bde975dd3ccf,cc419e0650a3c5ba77189a1882b7556a,9/27/2017 7:55,58.99,17.66
d887b52c6516beb39e8cd44a5f8b60f7,1,39a9942865c056ed2006a5e8c11d9537,ba5daa4041e1f15cdf34b76e3e18a450,2/8/2018 12:50,84.9,15.35
dcb36b511fcac050b97cd5c05de84dc3,1,009c09f439988bc06a93d6b8186dce73,89a51f50b8095ea78d5768f34c13a76f,6/18/2018 18:59,132.4,14.05
dd78f560c270f1909639c11b925620ea,1,00baba5b58e274d0332a0c8a0a66f877,d3f39f05462b79a4562d35893a28f159,3/16/2018 2:30,47.9,12.79
e425680f760cbc130be3e53a9773c584,1,9ecadb84c81da840dbf3564378b586e9,1025f0e2d44d7041d6cf58b6550e0bfa,9/8/2017 8:30,38.4,11.85
e481f51cbdc54678b7cc49136f2d6af7,1,87285b34884572647811a353c7ac498a,3504c0cb71d7fa48d967e0e4c94d59d9,10/6/2017 11:07,29.99,8.72
e4de6d53ecff736bc68804b0b6e9f635,1,90b58782fdd04cb829667fcc41fb65f5,7c67e1448b00f6e969d365cea6b010ab,10/27/2017 3:49,179.99,51.13
e69bfb5eb88e0ed6a785585b27e16dbf,1,9a78fb9862b10749a117f7fc3c31f051,7c67e1448b00f6e969d365cea6b010ab,8/11/2017 12:05,149.99,19.77
e6ce16cb79ec1d90b1da9085a6118aeb,1,08574b074924071f4e201e151b152b4e,001cca7ae9ae17fb1caed9dfb1094831,5/22/2017 19:50,99,30.53
e6ce16cb79ec1d90b1da9085a6118aeb,2,08574b074924071f4e201e151b152b4e,001cca7ae9ae17fb1caed9dfb1094831,5/22/2017 19:50,99,30.53
ec341c54a5ebf8ee0a67a8632aa7579b,1,22f5b63060a1185e5ec7721efd622321,4c8b8048e33af2bf94f2eb547746a916,8/31/2017 17:04,14.82,15.1
ecab90c9933c58908d3d6add7c6f5ae3,1,c0db539123a403f670c50237d970b215,f7720c4fa8e3aba4546301ab80ea1f1b,3/1/2018 14:28,30.1,33.24
ee64d42b8cf066f35eac1cf57de1aa85,1,c50ca07e9e4db9ea5011f06802c0aea0,e9779976487b77c6d4ac45f75ec7afe9,6/13/2018 4:30,14.49,7.87
f169bd689fb8b32ccd62df9050aebc0b,1,20a8603c265d777e25da064113d556f5,e70053bf73d1b5863932e53a9fa47496,4/29/2018 23:31,759,13.08
f271576bed568e896f99eb710cd3a6f8,1,d457916b4fdc60154ed93b5dd3e6fd69,76d64c4aca3a7baf218bf93ef7fa768d,1/11/2018 21:51,329.9,82.48
f271576bed568e896f99eb710cd3a6f8,2,d457916b4fdc60154ed93b5dd3e6fd69,76d64c4aca3a7baf218bf93ef7fa768d,1/11/2018 21:51,329.9,82.48
,,,,,,
f3e7c359154d965827355f39d6b1fdac,1,e99d69efe684efaa643f99805f7c81bc,55c26bcb609f480eb7868594245febb5,8/14/2018 3:24,89.9,14.21
f70a0aff17df5a6cdd9a7196128bd354,1,cafd558df4c3c9d1c338ba6930ea9a62,5dceca129747e92ff8ef7a997dc4f8ca,8/17/2017 2:45,279,34.19
f7959f8385f34c4f645327465a1c9fc4,1,c1234c80dafde7ef3311b3eabd5069ed,dc4a0fc896dc34b0d5bfec8438291c80,4/11/2017 8:05,17.9,10.96
f848643eec1d69395095eb3840d2051e,1,2b4609f8948be18874494203496bc318,cc419e0650a3c5ba77189a1882b7556a,3/23/2018 9:09,79.99,8.91
fa516182d28f96f5f5c651026b0749ee,1,e932008cf0ea7c93a077dd8d7e5f49eb,fcdd820084f17e9982427971e4e9d47f,4/19/2018 13:30,190,19.41
fbf9ac61453ac646ce8ad9783d7d0af6,1,7b717060aa783eb7f23a747a3a733dd7,c0563dd588b775f2e37747ef6ad6c92c,2/28/2018 2:30,109.9,15.53
fdf128b3630c21adc9ca4fb8a51b68ec,1,89321f94e35fc6d7903d36f74e351d40,16090f2ca825584b5a147ab24aa30c86,7/18/2018 14:31,27.9,18.3
